objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"11649",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wayne, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"11701",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Fleming, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"11849",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Chesterfield, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"11961",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Calhoun, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"12447",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Saginaw, Michigan, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Voss, E.G. 1985. Michigan flora. Cranbrook Institute of Science, Bloomfield Hills""",,,,,,Verified,,
"12826",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Iroquois, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"12874",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Braxton, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"13313",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Holt, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"13489",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Athens, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"13816",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Clark, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"14186",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bath, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"14324",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Ouachita, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"14589",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Pawnee, Nebraska, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"14744",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Mills, Iowa, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"14855",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Joseph, Michigan, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Voss, E.G. 1985. Michigan flora. Cranbrook Institute of Science, Bloomfield Hills""",,,,,,Verified,,
"15296",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Adams, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"15389",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Monroe, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"16412",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Union, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"16556",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Roane, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"16783",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Beaufort, South Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"16846",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Queens, New York, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany""",,,,,,Verified,,
"17167",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Hall, Nebraska, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"17751",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Grundy, Tennessee, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Chester, E.W., B.E. Wofford, R. Kral, H.R. DeSelm, and A.M. Evans. 1993. Atlas of Tennessee vascular plants. 2 vols. Center for Field Biology Miscellaneous Publication No. 9/13. Austin Peay State University, Clarksville""",,,,,,Verified,,
"18284",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cumberland, Tennessee, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Chester, E.W., B.E. Wofford, R. Kral, H.R. DeSelm, and A.M. Evans. 1993. Atlas of Tennessee vascular plants. 2 vols. Center for Field Biology Miscellaneous Publication No. 9/13. Austin Peay State University, Clarksville""",,,,,,Verified,,
"18473",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Gregg, Texas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of University of Texas (Austin, TX)""",,,,,,Verified,,
"18494",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Grayson, Texas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of University of Texas (Austin, TX)""",,,,,,Verified,,
"18803",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Halifax, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"19142",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""De Soto, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"19561",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bureau, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"19672",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Daviess, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"19826",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wolfe, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"19959",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Shelby, Tennessee, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Chester, E.W., B.E. Wofford, R. Kral, H.R. DeSelm, and A.M. Evans. 1993. Atlas of Tennessee vascular plants. 2 vols. Center for Field Biology Miscellaneous Publication No. 9/13. Austin Peay State University, Clarksville""",,,,,,Verified,,
"20354",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Van Wert, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"20877",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Noble, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"20993",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Hickory, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"21216",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Milwaukee, Wisconsin, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison""",,,,,,Verified,,
"22015",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Madison, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"22198",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Jackson, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"22375",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Buchanan, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"22918",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Monroe, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"22943",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Carteret, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"23119",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Prince William, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"23225",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Jefferson, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"23523",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Calhoun, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"23670",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Pulaski, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"23832",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Rensselaer, New York, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany""",,,,,,Verified,,
"23976",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Anderson, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"24173",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Leavenworth, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"24271",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Tippecanoe, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"24597",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Landry, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"24695",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Grayson, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"24727",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Laurens, South Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"24924",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Hampden, Massachusetts, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"25263",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Ozark, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"25571",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Knox, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
